Time,Signal,Status
4.71623964,0.9530819829602162,MAX
4.71851964,0.1680973829900508,MIN
4.72087964,0.9532627058725192,MAX
4.72299964,0.1686342528992152,MIN
4.72539964,0.9612630455322204,MAX
4.72767964,0.1702089698160369,MIN
4.72987964,0.9608698641533204,MAX
4.73223964,0.1684377524270184,MIN
4.73455964,0.9643018058714944,MAX
4.73683964,0.1727548374921405,MIN
4.73915964,0.9662661501327424,MAX
4.74143964,0.1679598006658314,MIN
4.74383964,0.9631741544472702,MAX
4.74619964,0.1800824984340084,MIN
4.74871964,0.9556739650934276,MAX
4.75115964,0.1857387706867613,MIN
4.75383964,0.9583714349652328,MAX
4.75639964,0.1840356490592541,MIN
4.75935964,0.9486282373562984,MAX
4.76247964,0.1944481964211775,MIN
4.76595964,0.956502402771724,MAX
4.76967964,0.192524412806301,MIN
4.77427964,0.9661351107062808,MAX
4.78075964,0.1934633301424894,MIN
4.79511964,0.964672730114688,BP
4.82503964,0.1496287695262178,MIN
4.83711964,0.9364555194393934,MAX
4.84815964,0.1745914559706463,MIN
4.86023963,0.9554233733815658,MAX
4.87083963,0.1905759884272831,MIN
4.88103963,0.9744855034781847,MAX
4.89155963,0.2031330291499711,MIN
4.90119963,0.9814787863744824,MAX
4.91227963,0.2135701730351188,MIN
4.92343963,1.0,MAX
4.93207963,0.2133698664849767,MIN
4.93951963,0.9997963603912736,MAX
4.94547963,0.2126443487751657,MIN
4.95163963,0.9890890976787476,MAX
4.95895963,0.2171303596644742,MIN
4.96967963,0.9919643769721176,MAX
4.98263963,0.2151861432261221,MIN
4.99507963,0.9864858192620478,MAX
5.00995963,0.1033115637177602,MIN
5.02835963,0.4304596220239435,BP
5.04807963,0.1435949116854032,MIN
5.08255963,0.7454358986604482,MAX
5.10159963,0.2416476968343777,BP
5.11799963,0.6874811910898891,MAX
5.15323963,0.0701596479273841,MIN
5.17991963,0.6944889599390676,MAX
5.19839963,0.140089176281601,MIN
5.20779963,0.1750588669380381,MAX
5.21951963,0.0642146192207298,MIN
5.23563963,0.6801333606080198,MAX
5.25239962,0.0315773067950284,MIN
5.27151962,0.6537142176757783,MAX
5.29191962,0.0,MIN
5.30879962,0.6422512361444732,MAX
5.32395962,0.4783870065566799,MIN
5.33543962,0.5253528807608611,MAX
5.36399962,5.5051822669153223e-05,MIN
